"STATION","NAME","DATE","PRCP","TMAX","TMIN","TOBS"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-11","0.00","61","29","34"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-12",,"59","29",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-13",,"64","50",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-14",,"69","43","44"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-15","0.00","57","37",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-16","0.00","71","29","45"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-17","0.00","69","45","46"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-18","0.00","70","36","50"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-19","0.30","67","44",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-20","0.03","70","48","55"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-21","0.00","65","32","36"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-22","0.00","68","31",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-23","0.00","77","33","52"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-24","0.00","65","40",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-25","0.00","74","61",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-26","0.15","72","63","66"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-27","0.30","72","50","53"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-28",,"71","45",
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-29",,"59","42","43"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-30","0.90","47","40","40"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2018-12-31","0.19","43","40","41"
"USC00417947","SAN ANTONIO INCARNATE WORD, TX US","2019-01-01","0.01","59","34",
